50 2450
1 2 10
1 3 10
1 4 10
1 5 8
1 6 8
1 7 2
1 8 8
1 9 7
1 10 10
1 11 10
1 12 8
1 13 5
1 14 8
1 15 1
1 16 10
1 17 8
1 18 5
1 19 2
1 20 4
1 21 6
1 22 4
1 23 3
1 24 8
1 25 3
1 26 9
1 27 2
1 28 2
1 29 7
1 30 1
1 31 5
1 32 9
1 33 2
1 34 7
1 35 7
1 36 10
1 37 2
1 38 3
1 39 2
1 40 6
1 41 6
1 42 6
1 43 10
1 44 4
1 45 3
1 46 2
1 47 7
1 48 4
1 49 7
1 50 6
2 1 5
2 3 3
2 4 5
2 5 3
2 6 8
2 7 8
2 8 10
2 9 6
2 10 3
2 11 10
2 12 1
2 13 2
2 14 8
2 15 1
2 16 10
2 17 2
2 18 3
2 19 7
2 20 3
2 21 1
2 22 7
2 23 9
2 24 8
2 25 2
2 26 6
2 27 4
2 28 5
2 29 10
2 30 9
2 31 9
2 32 9
2 33 10
2 34 6
2 35 8
2 36 3
2 37 7
2 38 2
2 39 1
2 40 5
2 41 6
2 42 8
2 43 10
2 44 8
2 45 4
2 46 5
2 47 9
2 48 6
2 49 6
2 50 7
3 1 8
3 2 1
3 4 9
3 5 10
3 6 2
3 7 10
3 8 4
3 9 9
3 10 2
3 11 3
3 12 1
3 13 6
3 14 10
3 15 2
3 16 9
3 17 4
3 18 2
3 19 4
3 20 3
3 21 9
3 22 8
3 23 10
3 24 6
3 25 6
3 26 2
3 27 9
3 28 6
3 29 9
3 30 2
3 31 6
3 32 8
3 33 5
3 34 8
3 35 6
3 36 2
3 37 1
3 38 8
3 39 2
3 40 4
3 41 4
3 42 4
3 43 2
3 44 8
3 45 8
3 46 1
3 47 8
3 48 3
3 49 6
3 50 6
4 1 9
4 2 2
4 3 6
4 5 10
4 6 6
4 7 5
4 8 6
4 9 5
4 10 8
4 11 6
4 12 10
4 13 10
4 14 2
4 15 7
4 16 10
4 17 7
4 18 7
4 19 1
4 20 1
4 21 1
4 22 4
4 23 8
4 24 3
4 25 6
4 26 3
4 27 10
4 28 6
4 29 6
4 30 2
4 31 2
4 32 2
4 33 2
4 34 3
4 35 5
4 36 7
4 37 9
4 38 4
4 39 9
4 40 5
4 41 8
4 42 2
4 43 6
4 44 9
4 45 9
4 46 9
4 47 5
4 48 9
4 49 5
4 50 2
5 1 3
5 2 7
5 3 7
5 4 10
5 6 4
5 7 1
5 8 6
5 9 3
5 10 10
5 11 5
5 12 7
5 13 8
5 14 8
5 15 3
5 16 1
5 17 1
5 18 8
5 19 1
5 20 7
5 21 1
5 22 8
5 23 4
5 24 5
5 25 8
5 26 1
5 27 3
5 28 10
5 29 2
5 30 4
5 31 2
5 32 1
5 33 9
5 34 5
5 35 3
5 36 6
5 37 10
5 38 4
5 39 9
5 40 10
5 41 1
5 42 7
5 43 10
5 44 5
5 45 5
5 46 4
5 47 6
5 48 2
5 49 9
5 50 2
6 1 5
6 2 9
6 3 5
6 4 6
6 5 6
6 7 7
6 8 7
6 9 5
6 10 4
6 11 5
6 12 10
6 13 4
6 14 2
6 15 8
6 16 10
6 17 6
6 18 9
6 19 1
6 20 9
