500 249500
1 2 4
1 3 3
1 4 4
1 5 8
1 6 8
1 7 7
1 8 8
1 9 1
1 10 4
1 11 9
1 12 5
1 13 3
1 14 9
1 15 5
1 16 5
1 17 6
1 18 4
1 19 1
1 20 8
1 21 7
1 22 2
1 23 1
1 24 3
1 25 1
1 26 6
1 27 4
1 28 4
1 29 10
1 30 4
1 31 5
1 32 1
1 33 1
1 34 5
1 35 5
1 36 5
1 37 10
1 38 4
1 39 10
1 40 1
1 41 3
1 42 10
1 43 10
1 44 9
1 45 3
1 46 8
1 47 10
1 48 3
1 49 9
1 50 4
1 51 5
1 52 1
1 53 7
1 54 10
1 55 3
1 56 4
1 57 9
1 58 2
1 59 2
1 60 1
1 61 2
1 62 7
1 63 8
1 64 4
1 65 1
1 66 1
1 67 3
1 68 3
1 69 2
1 70 3
1 71 2
1 72 10
1 73 6
1 74 3
1 75 5
1 76 4
1 77 3
1 78 8
1 79 9
1 80 10
1 81 6
1 82 1
1 83 7
1 84 4
1 85 5
1 86 5
1 87 9
1 88 7
1 89 1
1 90 2
1 91 2
1 92 7
1 93 1
1 94 7
1 95 6
1 96 1
1 97 6
1 98 9
1 99 8
1 100 10
1 101 5
1 102 7
1 103 5
1 104 7
1 105 10
1 106 8
1 107 10
1 108 5
1 109 2
1 110 6
1 111 6
1 112 10
1 113 8
1 114 10
1 115 1
1 116 6
1 117 7
1 118 3
1 119 8
1 120 6
1 121 5
1 122 3
1 123 1
1 124 5
1 125 8
1 126 3
1 127 7
1 128 6
1 129 10
1 130 1
1 131 1
1 132 3
1 133 5
1 134 3
1 135 10
1 136 9
1 137 4
1 138 5
1 139 7
1 140 1
1 141 6
1 142 2
1 143 2
1 144 2
1 145 5
1 146 8
1 147 6
1 148 6
1 149 3
1 150 4
1 151 2
1 152 5
1 153 6
1 154 8
1 155 4
1 156 6
1 157 5
1 158 3
1 159 1
1 160 3
1 161 5
1 162 1
1 163 2
1 164 6
1 165 8
1 166 6
1 167 1
1 168 9
1 169 1
1 170 6
1 171 3
1 172 1
1 173 7
1 174 6
1 175 1
1 176 1
1 177 4
1 178 7
1 179 5
1 180 9
1 181 9
1 182 1
1 183 7
1 184 4
1 185 3
1 186 5
1 187 5
1 188 1
1 189 9
1 190 1
1 191 10
1 192 2
1 193 9
1 194 2
1 195 4
1 196 8
1 197 8
1 198 2
1 199 6
1 200 3
1 201 9
1 202 8
1 203 2
1 204 6
1 205 9
1 206 1
1 207 8
1 208 3
1 209 4
1 210 9
1 211 2
1 212 6
1 213 7
1 214 2
1 215 3
1 216 2
1 217 5
1 218 10
1 219 1
1 220 10
1 221 8
1 222 2
1 223 7
1 224 5
1 225 5
1 226 9
1 227 8
1 228 4
1 229 5
1 230 7
1 231 5
1 232 9
1 233 2
1 234 4
1 235 2
1 236 1
1 237 10
1 238 1
1 239 1
1 240 2
1 241 4
1 242 7
1 243 3
1 244 2
1 245 9
1 246 7
1 247 8
1 248 6
1 249 1
1 250 2
1 251 9
1 252 8
1 253 10
1 254 7
1 255 4
1 256 8
1 257 7
1 258 5
1 259 8
1 260 6
1 261 8
1 262 8
1 263 3
1 264 1
1 265 3
1 266 6
1 267 6
1 268 5
1 269 6
1 270 2
1 271 4
1 272 5
1 273 7
1 274 2
1 275 3
1 276 10
1 277 10
1 278 1
1 279 2
1 280 10
1 281 8
1 282 2
1 283 6
1 284 8
1 285 8
1 286 6
1 287 1
1 288 7
1 289 10
1 290 10
1 291 7
1 292 3
1 293 3
1 294 3
1 295 5
1 296 4
1 297 6
1 298 5
1 299 1
1 300 4
1 301 1
1 302 3
1 303 2
1 304 7
1 305 1
1 306 2
1 307 10
1 308 7
1 309 2
1 310 7
1 311 3
1 312 9
1 313 5
1 314 6
1 315 6
1 316 9
1 317 6
1 318 1
1 319 5
1 320 7
1 321 7
1 322 10
1 323 4
1 324 1
1 325 6
1 326 3
1 327 10
1 328 4
1 329 9
1 330 6
1 331 2
1 332 8
1 333 8
1 334 9
1 335 7
1 336 8
1 337 7
1 338 6
1 339 7
1 340 3
1 341 5
1 342 7
1 343 2
1 344 3
1 345 6
1 346 10
1 347 4
1 348 4
1 349 10
1 350 1
1 351 6
1 352 8
1 353 1
1 354 10
1 355 5
1 356 3
1 357 5
1 358 2
1 359 8
1 360 4
1 361 1
1 362 7
1 363 7
1 364 2
1 365 7
1 366 2
1 367 7
1 368 7
1 369 10
1 370 4
1 371 2
1 372 9
1 373 5
1 374 7
1 375 4
1 376 4
1 377 10
1 378 9
1 379 5
1 380 6
1 381 10
1 382 8
1 383 10
1 384 5
1 385 10
1 386 1
1 387 5
1 388 6
1 389 6
1 390 2
1 391 9
1 392 2
1 393 10
1 394 6
1 395 7
1 396 10
1 397 6
1 398 8
1 399 6
1 400 5
1 401 9
1 402 10
1 403 7
1 404 7
1 405 4
1 406 7
1 407 10
1 408 5
1 409 6
1 410 4
1 411 5
1 412 4
1 413 2
1 414 6
1 415 2
1 416 8
1 417 9
1 418 3
1 419 3
1 420 7
1 421 7
1 422 4
1 423 7
1 424 5
1 425 7
1 426 8
1 427 1
1 428 5
1 429 1
1 430 4
1 431 7
1 432 10
1 433 9
1 434 10
1 435 7
1 436 4
1 437 9
1 438 6
1 439 3
1 440 10
1 441 1
1 442 1
1 443 3
1 444 7
1 445 10
1 446 2
1 447 8
1 448 9
1 449 5
1 450 9
1 451 7
1 452 1
1 453 9
1 454 6
1 455 1
1 456 5
1 457 2
1 458 8
1 459 1
1 460 1
1 461 2
1 462 10
1 463 3
1 464 1
1 465 5
1 466 8
1 467 3
1 468 4
1 469 4
1 470 7
1 471 1
1 472 10
1 473 4
1 474 9
1 475 2
1 476 8
1 477 4
1 478 1
1 479 2
1 480 3
1 481 5
1 482 10
1 483 10
1 484 5
1 485 8
1 486 5
1 487 8
1 488 4
1 489 6
1 490 2
1 491 6
1 492 5
1 493 8
1 494 2
1 495 1
1 496 6
1 497 10
1 498 6
1 499 7
1 500 2
2 1 5
2 3 6
2 4 2
2 5 1
2 6 7
2 7 3
2 8 6
2 9 10
2 10 5
2 11 3
2 12 3
2 13 8
2 14 8
2 15 2
2 16 3
2 17 10
2 18 8
2 19 10
2 20 9
2 21 2
2 22 6
2 23 10
2 24 5
2 25 9
2 26 3
2 27 6
2 28 9
2 29 2
2 30 2
2 31 10
2 32 6
2 33 9
2 34 2
2 35 1
2 36 2
2 37 7
2 38 5
2 39 5
2 40 2
2 41 6
2 42 1
2 43 10
2 44 9
2 45 9
2 46 1
2 47 5
2 48 1
2 49 6
2 50 9
2 51 1
2 52 2
2 53 3
2 54 10
2 55 1
2 56 9
2 57 4
2 58 7
2 59 10
2 60 2
2 61 9
2 62 10
2 63 8
2 64 1
2 65 8
2 66 9
2 67 7
2 68 5
2 69 10
2 70 5
2 71 4
2 72 1
2 73 7
2 74 4
2 75 3
2 76 6
2 77 3
2 78 5
2 79 2
2 80 10
2 81 7
2 82 5
2 83 2
2 84 3
2 85 3
2 86 1
2 87 8
2 88 6
2 89 1
2 90 6
2 91 4
2 92 3
2 93 8
2 94 1
2 95 6
2 96 8
2 97 9
2 98 10
2 99 3
2 100 5
2 101 8
2 102 4
2 103 6
2 104 6
2 105 4
2 106 6
2 107 6
2 108 10
2 109 6
2 110 10
2 111 10
2 112 3
2 113 8
2 114 7
2 115 3
2 116 8
2 117 8
2 118 2
2 119 10
2 120 6
2 121 9
2 122 10
2 123 2
2 124 10
2 125 7
2 126 9
2 127 5
2 128 10
2 129 4
2 130 10
2 131 7
2 132 10
2 133 9
2 134 5
2 135 5
2 136 9
2 137 3
2 138 8
2 139 5
2 140 10
2 141 8
2 142 1
2 143 7
2 144 3
2 145 7
2 146 1
2 147 9
2 148 6
2 149 4
2 150 4
2 151 1
2 152 10
2 153 1
2 154 4
2 155 8
2 156 9
2 157 10
2 158 7
2 159 3
2 160 10
2 161 10
2 162 9
2 163 1
2 164 9
2 165 5
2 166 8
2 167 5
2 168 2
2 169 9
2 170 2
2 171 7
2 172 9
2 173 5
2 174 7
2 175 5
2 176 2
2 177 4
2 178 3
2 179 7
2 180 7
2 181 3
2 182 4
2 183 3
2 184 2
2 185 2
2 186 10
2 187 4
2 188 2
2 189 9
2 190 4
2 191 3
2 192 7
2 193 6
2 194 9
2 195 9
2 196 4
2 197 6
2 198 2
2 199 2
2 200 7
2 201 4
2 202 10
2 203 1
2 204 4
2 205 7
2 206 8
2 207 7
2 208 5
2 209 4
